l_id,r_id,label
beer_advocate_1661,rate_beer_1163,0
beer_advocate_1661,rate_beer_1428,0
beer_advocate_1664,rate_beer_1348,0
beer_advocate_1672,rate_beer_0590,1
beer_advocate_0167,rate_beer_0635,0
beer_advocate_0167,rate_beer_1367,0
beer_advocate_1713,rate_beer_0549,0
beer_advocate_1725,rate_beer_0419,0
beer_advocate_1725,rate_beer_0447,0
beer_advocate_1725,rate_beer_1376,0
beer_advocate_1725,rate_beer_2244,0
beer_advocate_0171,rate_beer_1026,0
beer_advocate_1743,rate_beer_0600,0
beer_advocate_1743,rate_beer_2334,0
beer_advocate_1748,rate_beer_0652,1
beer_advocate_1755,rate_beer_1551,0
beer_advocate_1755,rate_beer_1635,0
beer_advocate_1755,rate_beer_1661,0
beer_advocate_1755,rate_beer_2883,0
beer_advocate_1780,rate_beer_0685,1
beer_advocate_1794,rate_beer_0881,0
beer_advocate_1794,rate_beer_1973,0
beer_advocate_0178,rate_beer_0838,0
beer_advocate_0178,rate_beer_1103,0
beer_advocate_0178,rate_beer_1534,0
beer_advocate_1815,rate_beer_2654,0
beer_advocate_1842,rate_beer_0737,1
beer_advocate_1850,rate_beer_0742,1
beer_advocate_1857,rate_beer_0545,0
beer_advocate_1857,rate_beer_1860,0
beer_advocate_0184,rate_beer_1255,0
beer_advocate_0184,rate_beer_1428,0
beer_advocate_0184,rate_beer_1534,0
beer_advocate_0184,rate_beer_1679,0
beer_advocate_0184,rate_beer_1889,0
beer_advocate_1880,rate_beer_0872,0
beer_advocate_1880,rate_beer_2948,0
beer_advocate_1898,rate_beer_1408,0
beer_advocate_1898,rate_beer_2085,0
beer_advocate_1900,rate_beer_0333,0
beer_advocate_1904,rate_beer_2681,0
beer_advocate_1914,rate_beer_0793,1
beer_advocate_0190,rate_beer_0805,1
beer_advocate_1926,rate_beer_2048,0
beer_advocate_1931,rate_beer_0810,1
beer_advocate_1972,rate_beer_2091,0
beer_advocate_2007,rate_beer_0203,1
beer_advocate_0200,rate_beer_0559,0
beer_advocate_2026,rate_beer_1496,0
beer_advocate_2026,rate_beer_1679,0
beer_advocate_2026,rate_beer_1911,0
beer_advocate_2026,rate_beer_2582,0
beer_advocate_2047,rate_beer_0063,0
beer_advocate_2047,rate_beer_1103,0
beer_advocate_2082,rate_beer_1103,0
beer_advocate_2082,rate_beer_1496,0
beer_advocate_2082,rate_beer_1638,0
beer_advocate_2086,rate_beer_0490,0
beer_advocate_2089,rate_beer_0845,0
beer_advocate_2089,rate_beer_1038,0
beer_advocate_2115,rate_beer_0077,0
beer_advocate_2115,rate_beer_2673,0
beer_advocate_2125,rate_beer_0022,0
beer_advocate_2125,rate_beer_1534,0
beer_advocate_2155,rate_beer_1261,0
beer_advocate_2155,rate_beer_2948,0
beer_advocate_2156,rate_beer_0124,0
beer_advocate_2156,rate_beer_1255,0
beer_advocate_2156,rate_beer_1889,0
beer_advocate_2156,rate_beer_1973,0
beer_advocate_2163,rate_beer_0985,1
beer_advocate_2175,rate_beer_0996,1
beer_advocate_2209,rate_beer_2728,0
beer_advocate_2215,rate_beer_1120,0
beer_advocate_2242,rate_beer_1048,1
beer_advocate_2246,rate_beer_2249,0
beer_advocate_2272,rate_beer_0064,0
beer_advocate_2272,rate_beer_0980,0
beer_advocate_2277,rate_beer_1255,0
beer_advocate_2289,rate_beer_1085,1
beer_advocate_2316,rate_beer_0838,0
beer_advocate_2319,rate_beer_0980,0
beer_advocate_2320,rate_beer_0524,0
beer_advocate_2362,rate_beer_1136,1
beer_advocate_2365,rate_beer_0469,0
beer_advocate_2399,rate_beer_0144,0
beer_advocate_2401,rate_beer_0179,0
beer_advocate_2423,rate_beer_0022,0
beer_advocate_2423,rate_beer_0465,0
beer_advocate_2423,rate_beer_0881,0
beer_advocate_2423,rate_beer_1414,0
beer_advocate_2423,rate_beer_1519,0
beer_advocate_2423,rate_beer_1934,0
beer_advocate_2423,rate_beer_2618,0
beer_advocate_2433,rate_beer_0349,0
beer_advocate_2433,rate_beer_1103,0
beer_advocate_2433,rate_beer_1496,0
beer_advocate_2433,rate_beer_1534,0
beer_advocate_2433,rate_beer_2722,0
beer_advocate_2444,rate_beer_1348,0
beer_advocate_2463,rate_beer_1206,1
beer_advocate_2480,rate_beer_0558,0
beer_advocate_2480,rate_beer_1604,0
beer_advocate_2480,rate_beer_2602,0
beer_advocate_2480,rate_beer_2621,0
beer_advocate_2491,rate_beer_1230,1
beer_advocate_2491,rate_beer_1260,0
beer_advocate_2494,rate_beer_2565,0
beer_advocate_2506,rate_beer_1242,1
beer_advocate_2526,rate_beer_0411,0
beer_advocate_0252,rate_beer_1073,0
beer_advocate_0252,rate_beer_2975,0
beer_advocate_2558,rate_beer_1284,1
beer_advocate_2572,rate_beer_0221,0
beer_advocate_2596,rate_beer_2124,0
beer_advocate_2602,rate_beer_0730,0
beer_advocate_2602,rate_beer_1255,0
beer_advocate_2602,rate_beer_1955,0
beer_advocate_2606,rate_beer_1320,1
beer_advocate_2614,rate_beer_1645,0
beer_advocate_2614,rate_beer_2627,0
beer_advocate_2633,rate_beer_2143,0
beer_advocate_0260,rate_beer_1174,0
beer_advocate_0262,rate_beer_0419,0
beer_advocate_2689,rate_beer_1373,1
beer_advocate_2700,rate_beer_1380,1
beer_advocate_2718,rate_beer_2787,0
beer_advocate_2722,rate_beer_1393,1
beer_advocate_2724,rate_beer_1221,0
beer_advocate_2724,rate_beer_1886,0
beer_advocate_0271,rate_beer_1410,1
beer_advocate_2751,rate_beer_2550,0
beer_advocate_2764,rate_beer_1423,1
beer_advocate_2770,rate_beer_1428,0
beer_advocate_2777,rate_beer_1166,0
beer_advocate_2780,rate_beer_1594,0
beer_advocate_2811,rate_beer_0838,0
beer_advocate_2867,rate_beer_1493,1
beer_advocate_0284,rate_beer_2517,0
beer_advocate_0285,rate_beer_0090,0
beer_advocate_0285,rate_beer_0411,0
beer_advocate_0285,rate_beer_0623,0
beer_advocate_0285,rate_beer_1026,0
beer_advocate_0285,rate_beer_1534,0
beer_advocate_0285,rate_beer_1551,0
beer_advocate_2909,rate_beer_1529,1
beer_advocate_0287,rate_beer_2581,0
beer_advocate_2915,rate_beer_0077,0
beer_advocate_2925,rate_beer_2208,0
beer_advocate_2930,rate_beer_0628,0
beer_advocate_2934,rate_beer_0980,0
beer_advocate_2934,rate_beer_1103,0
beer_advocate_2934,rate_beer_1911,0
beer_advocate_2934,rate_beer_2582,0
beer_advocate_2960,rate_beer_0287,0
beer_advocate_2960,rate_beer_1275,0
beer_advocate_2972,rate_beer_0218,0
beer_advocate_2972,rate_beer_2883,0
beer_advocate_2975,rate_beer_2899,0
beer_advocate_2979,rate_beer_0216,0
beer_advocate_0294,rate_beer_1586,1
beer_advocate_2992,rate_beer_1590,1
beer_advocate_0295,rate_beer_0980,0
beer_advocate_0295,rate_beer_1255,0
beer_advocate_3035,rate_beer_1620,1
beer_advocate_0029,rate_beer_1026,0
beer_advocate_0029,rate_beer_2582,0
beer_advocate_0029,rate_beer_2883,0
beer_advocate_3073,rate_beer_1647,1
beer_advocate_3079,rate_beer_1650,1
beer_advocate_3079,rate_beer_2048,0
beer_advocate_3090,rate_beer_0461,0
beer_advocate_3098,rate_beer_1638,0
beer_advocate_3126,rate_beer_0461,0
beer_advocate_3126,rate_beer_1889,0
beer_advocate_3126,rate_beer_1934,0
beer_advocate_0309,rate_beer_0418,0
beer_advocate_0309,rate_beer_2621,0
beer_advocate_3130,rate_beer_1255,0
beer_advocate_3130,rate_beer_1414,0
beer_advocate_3134,rate_beer_0641,0
beer_advocate_3170,rate_beer_0602,0
beer_advocate_3185,rate_beer_0411,0
beer_advocate_3185,rate_beer_1551,0
beer_advocate_3185,rate_beer_1661,0
beer_advocate_3185,rate_beer_2266,0
beer_advocate_3210,rate_beer_1737,1
beer_advocate_0319,rate_beer_0692,0
beer_advocate_3246,rate_beer_0284,0
beer_advocate_3246,rate_beer_0709,0
beer_advocate_3246,rate_beer_1682,0
beer_advocate_3246,rate_beer_2019,0
beer_advocate_3248,rate_beer_1298,0
beer_advocate_3251,rate_beer_0572,0
beer_advocate_3251,rate_beer_0997,0
beer_advocate_3309,rate_beer_0716,0
beer_advocate_3325,rate_beer_0063,0
beer_advocate_3325,rate_beer_1103,0
beer_advocate_3325,rate_beer_1119,0
beer_advocate_3325,rate_beer_1973,0
beer_advocate_3325,rate_beer_2266,0
beer_advocate_3372,rate_beer_1281,0
beer_advocate_3372,rate_beer_2546,0
beer_advocate_3381,rate_beer_1859,1
beer_advocate_3381,rate_beer_2275,0
beer_advocate_3388,rate_beer_0099,0
beer_advocate_3388,rate_beer_0838,0
beer_advocate_3402,rate_beer_1096,0
beer_advocate_3402,rate_beer_1496,0
beer_advocate_3402,rate_beer_1889,0
beer_advocate_3417,rate_beer_1983,0
beer_advocate_3445,rate_beer_0369,0
beer_advocate_3468,rate_beer_1921,1
beer_advocate_3478,rate_beer_1096,0
beer_advocate_3478,rate_beer_1119,0
beer_advocate_3478,rate_beer_1934,0
beer_advocate_3533,rate_beer_1962,0
beer_advocate_0354,rate_beer_0022,0
beer_advocate_0354,rate_beer_0698,0
beer_advocate_0354,rate_beer_1661,0
beer_advocate_0355,rate_beer_0373,0
beer_advocate_3593,rate_beer_2636,0
beer_advocate_3605,rate_beer_0521,0
beer_advocate_3622,rate_beer_2020,1
beer_advocate_3626,rate_beer_0090,0
beer_advocate_3626,rate_beer_0641,0
beer_advocate_3626,rate_beer_0646,0
beer_advocate_3626,rate_beer_2728,0
beer_advocate_3632,rate_beer_1275,0
beer_advocate_0034,rate_beer_2048,0
beer_advocate_3652,rate_beer_1911,0
beer_advocate_3661,rate_beer_1090,0
beer_advocate_3661,rate_beer_2672,0
beer_advocate_3715,rate_beer_0216,0
beer_advocate_3715,rate_beer_2562,0
beer_advocate_3748,rate_beer_1626,0
beer_advocate_3758,rate_beer_2120,1
beer_advocate_3800,rate_beer_2146,1
beer_advocate_3802,rate_beer_2149,1
beer_advocate_3813,rate_beer_0022,0
beer_advocate_3813,rate_beer_1026,0
beer_advocate_3813,rate_beer_2583,0
beer_advocate_3818,rate_beer_1535,0
beer_advocate_3842,rate_beer_1281,0
beer_advocate_3842,rate_beer_1853,0
beer_advocate_3842,rate_beer_2546,0
beer_advocate_3852,rate_beer_2875,0
beer_advocate_0386,rate_beer_2204,1
beer_advocate_3917,rate_beer_2224,1
beer_advocate_0003,rate_beer_0439,0
beer_advocate_0003,rate_beer_0641,0
beer_advocate_3956,rate_beer_2249,0
beer_advocate_3959,rate_beer_0447,0
beer_advocate_3963,rate_beer_0063,0
beer_advocate_3963,rate_beer_0064,0
beer_advocate_3963,rate_beer_0124,0
beer_advocate_3963,rate_beer_0623,0
beer_advocate_3963,rate_beer_0980,0
beer_advocate_3963,rate_beer_1026,0
beer_advocate_3963,rate_beer_1120,0
beer_advocate_3963,rate_beer_1551,0
beer_advocate_3963,rate_beer_1863,0
beer_advocate_3963,rate_beer_2334,0
beer_advocate_3992,rate_beer_1681,0
beer_advocate_4003,rate_beer_2284,1
beer_advocate_4027,rate_beer_2510,0
beer_advocate_4030,rate_beer_2508,0
beer_advocate_4050,rate_beer_2517,0
beer_advocate_0403,rate_beer_2582,0
beer_advocate_4063,rate_beer_2331,1
beer_advocate_4068,rate_beer_2374,0
beer_advocate_4083,rate_beer_2378,0
beer_advocate_4083,rate_beer_2424,0
beer_advocate_0406,rate_beer_2071,0
beer_advocate_4088,rate_beer_2351,1
beer_advocate_4101,rate_beer_2360,1
beer_advocate_4104,rate_beer_2416,0
beer_advocate_4117,rate_beer_0022,0
beer_advocate_4117,rate_beer_0838,0
beer_advocate_4138,rate_beer_0823,0
beer_advocate_4152,rate_beer_2463,0
beer_advocate_4157,rate_beer_2405,1
beer_advocate_4161,rate_beer_2409,1
beer_advocate_4162,rate_beer_2313,0
beer_advocate_4162,rate_beer_2936,0
beer_advocate_4168,rate_beer_2381,0
beer_advocate_4173,rate_beer_2425,0
beer_advocate_4181,rate_beer_2300,0
beer_advocate_4200,rate_beer_0469,0
beer_advocate_4200,rate_beer_1825,0
beer_advocate_4203,rate_beer_2425,0
beer_advocate_0418,rate_beer_2441,1
beer_advocate_4216,rate_beer_0730,0
beer_advocate_4237,rate_beer_2466,1
beer_advocate_4256,rate_beer_0730,0
beer_advocate_4256,rate_beer_1825,0
beer_advocate_4256,rate_beer_2491,0
beer_advocate_4286,rate_beer_2362,1
beer_advocate_4304,rate_beer_2429,0
beer_advocate_4323,rate_beer_2378,0
beer_advocate_0429,rate_beer_2636,0
beer_advocate_0429,rate_beer_2805,0
beer_advocate_4329,rate_beer_2314,0
beer_advocate_4329,rate_beer_2416,0
beer_advocate_4336,rate_beer_2510,0
beer_advocate_0042,rate_beer_1025,0
beer_advocate_0044,rate_beer_1119,0
beer_advocate_0044,rate_beer_1534,0
beer_advocate_0044,rate_beer_1889,0
beer_advocate_0480,rate_beer_2576,1
beer_advocate_0486,rate_beer_1106,0
beer_advocate_0486,rate_beer_1551,0
beer_advocate_0486,rate_beer_2883,0
beer_advocate_0487,rate_beer_0621,0
beer_advocate_0487,rate_beer_0646,0
beer_advocate_0487,rate_beer_1414,0
beer_advocate_0487,rate_beer_1519,0
beer_advocate_0487,rate_beer_1635,0
beer_advocate_0487,rate_beer_2582,0
beer_advocate_0491,rate_beer_1120,0
beer_advocate_0491,rate_beer_1638,0
beer_advocate_0492,rate_beer_0461,0
beer_advocate_0492,rate_beer_1635,0
beer_advocate_0492,rate_beer_1661,0
beer_advocate_0492,rate_beer_2991,0
beer_advocate_0496,rate_beer_1535,0
beer_advocate_0501,rate_beer_0216,0
beer_advocate_0507,rate_beer_0716,0
beer_advocate_0512,rate_beer_1356,0
beer_advocate_0519,rate_beer_2070,0
beer_advocate_0525,rate_beer_0433,0
beer_advocate_0525,rate_beer_2972,0
beer_advocate_0543,rate_beer_2232,0
beer_advocate_0563,rate_beer_1177,1
beer_advocate_0589,rate_beer_1586,0
beer_advocate_0613,rate_beer_2429,0
beer_advocate_0061,rate_beer_2710,1
beer_advocate_0652,rate_beer_1534,0
beer_advocate_0654,rate_beer_1892,0
beer_advocate_0655,rate_beer_0090,0
beer_advocate_0655,rate_beer_1661,0
beer_advocate_0674,rate_beer_2615,0
beer_advocate_0696,rate_beer_0022,0
beer_advocate_0696,rate_beer_1496,0
beer_advocate_0704,rate_beer_0124,0
beer_advocate_0704,rate_beer_0411,0
beer_advocate_0732,rate_beer_0461,0
beer_advocate_0732,rate_beer_0621,0
beer_advocate_0732,rate_beer_1414,0
beer_advocate_0736,rate_beer_0316,0
beer_advocate_0773,rate_beer_0022,0
beer_advocate_0076,rate_beer_2831,0
beer_advocate_0781,rate_beer_2835,1
beer_advocate_0833,rate_beer_0022,0
beer_advocate_0833,rate_beer_0090,0
beer_advocate_0833,rate_beer_0641,0
beer_advocate_0833,rate_beer_2728,0
beer_advocate_0862,rate_beer_2906,1
beer_advocate_0890,rate_beer_0615,0
beer_advocate_0890,rate_beer_2580,1
beer_advocate_0906,rate_beer_0419,0
beer_advocate_0925,rate_beer_2564,0
beer_advocate_0928,rate_beer_2275,0
beer_advocate_0977,rate_beer_1601,0
beer_advocate_0982,rate_beer_0348,0
beer_advocate_0982,rate_beer_2999,1
