l_id,r_id
beer_advocate_1788,rate_beer_0693
beer_advocate_3327,rate_beer_1823
beer_advocate_0773,rate_beer_1955
beer_advocate_0964,rate_beer_2985
beer_advocate_4031,rate_beer_2400
beer_advocate_3003,rate_beer_1548
beer_advocate_3698,rate_beer_1769
beer_advocate_3085,rate_beer_1655
beer_advocate_1130,rate_beer_0128
beer_advocate_2764,rate_beer_1423
beer_advocate_2171,rate_beer_0991
beer_advocate_3230,rate_beer_0121
beer_advocate_0026,rate_beer_1421
beer_advocate_0387,rate_beer_2210
beer_advocate_4042,rate_beer_1536
beer_advocate_0244,rate_beer_1211
beer_advocate_2943,rate_beer_1558
beer_advocate_1209,rate_beer_0205
beer_advocate_0018,rate_beer_0284
beer_advocate_3016,rate_beer_1604
beer_advocate_3712,rate_beer_2086
beer_advocate_0417,rate_beer_2438
beer_advocate_0257,rate_beer_2544
beer_advocate_0388,rate_beer_2220
beer_advocate_4250,rate_beer_2476
beer_advocate_1204,rate_beer_0200
beer_advocate_4003,rate_beer_2284
beer_advocate_1925,rate_beer_0804
beer_advocate_1692,rate_beer_0608
beer_advocate_1931,rate_beer_0810
beer_advocate_3013,rate_beer_1602
beer_advocate_1758,rate_beer_1766
beer_advocate_1601,rate_beer_0531
beer_advocate_2095,rate_beer_0930
beer_advocate_0827,rate_beer_2879
beer_advocate_2694,rate_beer_1377
beer_advocate_1515,rate_beer_0459
beer_advocate_0539,rate_beer_2412
beer_advocate_1392,rate_beer_0356
beer_advocate_1580,rate_beer_0512
beer_advocate_1070,rate_beer_0078
beer_advocate_2398,rate_beer_0000
beer_advocate_0854,rate_beer_2899
beer_advocate_0759,rate_beer_2817
beer_advocate_4192,rate_beer_2452
beer_advocate_2506,rate_beer_1242
beer_advocate_3770,rate_beer_2129
beer_advocate_0911,rate_beer_1531
beer_advocate_0485,rate_beer_0352
beer_advocate_0945,rate_beer_2970
beer_advocate_1847,rate_beer_0740
beer_advocate_1608,rate_beer_0537
beer_advocate_1737,rate_beer_0644
beer_advocate_0131,rate_beer_1044
beer_advocate_0994,rate_beer_0013
beer_advocate_3724,rate_beer_2096
beer_advocate_1822,rate_beer_0722
beer_advocate_4065,rate_beer_2339
beer_advocate_3899,rate_beer_2209
beer_advocate_3147,rate_beer_1696
beer_advocate_0108,rate_beer_0097
beer_advocate_3922,rate_beer_2228
beer_advocate_1862,rate_beer_0753
beer_advocate_4297,rate_beer_2504
beer_advocate_3359,rate_beer_1841
beer_advocate_3493,rate_beer_1935
beer_advocate_4055,rate_beer_2292
beer_advocate_2953,rate_beer_1567
beer_advocate_1490,rate_beer_0215
beer_advocate_3303,rate_beer_1810
beer_advocate_3383,rate_beer_1861
beer_advocate_3073,rate_beer_1647
beer_advocate_2223,rate_beer_1032
beer_advocate_4159,rate_beer_2407
beer_advocate_3932,rate_beer_2235
beer_advocate_3825,rate_beer_2163
beer_advocate_2440,rate_beer_1191
beer_advocate_3084,rate_beer_2656
beer_advocate_1923,rate_beer_0802
beer_advocate_3049,rate_beer_0680
beer_advocate_2868,rate_beer_1494
beer_advocate_0794,rate_beer_2848
beer_advocate_0133,rate_beer_0326
beer_advocate_1422,rate_beer_0379
beer_advocate_2110,rate_beer_0942
beer_advocate_4067,rate_beer_2333
beer_advocate_2572,rate_beer_1297
beer_advocate_1046,rate_beer_0058
beer_advocate_2816,rate_beer_1458
beer_advocate_0338,rate_beer_1881
beer_advocate_0479,rate_beer_2575
beer_advocate_1019,rate_beer_0034
beer_advocate_2147,rate_beer_0973
beer_advocate_2225,rate_beer_1034
beer_advocate_0216,rate_beer_1002
beer_advocate_0312,rate_beer_1703
beer_advocate_1594,rate_beer_0524
beer_advocate_3721,rate_beer_2093
beer_advocate_2463,rate_beer_1206
beer_advocate_1017,rate_beer_0033
beer_advocate_3585,rate_beer_0190
beer_advocate_4075,rate_beer_2332
beer_advocate_1360,rate_beer_0325
beer_advocate_1481,rate_beer_0432
beer_advocate_0451,rate_beer_2553
beer_advocate_0745,rate_beer_2803
beer_advocate_3831,rate_beer_2168
beer_advocate_2161,rate_beer_0983
beer_advocate_3143,rate_beer_1692
beer_advocate_2127,rate_beer_0956
beer_advocate_0191,rate_beer_0813
beer_advocate_0680,rate_beer_2749
beer_advocate_4151,rate_beer_2400
beer_advocate_1232,rate_beer_0223
beer_advocate_3718,rate_beer_2067
beer_advocate_0489,rate_beer_2585
beer_advocate_2397,rate_beer_0068
beer_advocate_3883,rate_beer_2199
beer_advocate_0211,rate_beer_0961
beer_advocate_0647,rate_beer_2723
beer_advocate_0993,rate_beer_0012
beer_advocate_0560,rate_beer_2658
beer_advocate_4016,rate_beer_2477
beer_advocate_3272,rate_beer_1788
beer_advocate_0853,rate_beer_2898
beer_advocate_1723,rate_beer_2579
beer_advocate_1034,rate_beer_0048
beer_advocate_2280,rate_beer_1079
beer_advocate_3124,rate_beer_1678
beer_advocate_1596,rate_beer_0526
beer_advocate_1987,rate_beer_0560
beer_advocate_2328,rate_beer_1114
beer_advocate_0235,rate_beer_1152
beer_advocate_1934,rate_beer_0811
beer_advocate_3568,rate_beer_1984
beer_advocate_2605,rate_beer_1318
beer_advocate_2775,rate_beer_1432
beer_advocate_0888,rate_beer_2927
beer_advocate_0979,rate_beer_2996
beer_advocate_0259,rate_beer_1331
beer_advocate_2760,rate_beer_1419
beer_advocate_0033,rate_beer_1973
beer_advocate_1693,rate_beer_0609
beer_advocate_4317,rate_beer_2520
beer_advocate_0492,rate_beer_0218
beer_advocate_0518,rate_beer_2001
beer_advocate_3623,rate_beer_0584
beer_advocate_1745,rate_beer_0650
beer_advocate_1069,rate_beer_0077
beer_advocate_3464,rate_beer_1918
beer_advocate_1722,rate_beer_0631
beer_advocate_4309,rate_beer_2514
beer_advocate_3455,rate_beer_1911
beer_advocate_3907,rate_beer_2217
beer_advocate_0335,rate_beer_0996
beer_advocate_3308,rate_beer_1813
beer_advocate_3452,rate_beer_1907
beer_advocate_4019,rate_beer_2757
beer_advocate_0554,rate_beer_2652
beer_advocate_2371,rate_beer_1145
beer_advocate_3071,rate_beer_1646
beer_advocate_3584,rate_beer_1995
beer_advocate_1865,rate_beer_0755
beer_advocate_3312,rate_beer_1815
beer_advocate_2369,rate_beer_1141
beer_advocate_3911,rate_beer_2221
beer_advocate_0179,rate_beer_0718
beer_advocate_0549,rate_beer_2648
beer_advocate_1990,rate_beer_0856
beer_advocate_2392,rate_beer_1158
beer_advocate_0363,rate_beer_2047
beer_advocate_1363,rate_beer_0329
beer_advocate_2601,rate_beer_1316
beer_advocate_0318,rate_beer_1744
beer_advocate_0161,rate_beer_0563
beer_advocate_4067,rate_beer_2569
beer_advocate_1131,rate_beer_0129
beer_advocate_2080,rate_beer_2244
beer_advocate_1966,rate_beer_0839
beer_advocate_2058,rate_beer_0109
beer_advocate_0556,rate_beer_2654
beer_advocate_3216,rate_beer_1741
beer_advocate_2134,rate_beer_0962
beer_advocate_1132,rate_beer_0131
beer_advocate_0183,rate_beer_0747
beer_advocate_3850,rate_beer_2179
beer_advocate_2372,rate_beer_1146
beer_advocate_2116,rate_beer_0948
beer_advocate_1637,rate_beer_0561
beer_advocate_0130,rate_beer_0290
beer_advocate_0765,rate_beer_2820
beer_advocate_4116,rate_beer_2372
beer_advocate_0717,rate_beer_2780
beer_advocate_4118,rate_beer_2373
beer_advocate_0990,rate_beer_0009
beer_advocate_2309,rate_beer_1098
beer_advocate_1050,rate_beer_0061
beer_advocate_0641,rate_beer_2686
beer_advocate_0710,rate_beer_2775
beer_advocate_1104,rate_beer_0107
beer_advocate_4181,rate_beer_2428
beer_advocate_1803,rate_beer_0705
beer_advocate_4075,rate_beer_2339
beer_advocate_1283,rate_beer_0265
beer_advocate_1197,rate_beer_0193
beer_advocate_0565,rate_beer_2662
beer_advocate_3870,rate_beer_2193
beer_advocate_2364,rate_beer_1138
beer_advocate_4101,rate_beer_2373
beer_advocate_0051,rate_beer_2632
beer_advocate_0058,rate_beer_1912
beer_advocate_0466,rate_beer_2564
beer_advocate_0316,rate_beer_1727
beer_advocate_1313,rate_beer_0286
beer_advocate_1205,rate_beer_2036
beer_advocate_2845,rate_beer_1475
beer_advocate_0995,rate_beer_0014
beer_advocate_0410,rate_beer_2378
beer_advocate_0014,rate_beer_0929
beer_advocate_2080,rate_beer_0920
beer_advocate_0572,rate_beer_2668
beer_advocate_1646,rate_beer_0961
beer_advocate_0883,rate_beer_2001
beer_advocate_0059,rate_beer_2813
beer_advocate_3174,rate_beer_1710
beer_advocate_3844,rate_beer_2175
beer_advocate_3734,rate_beer_2103
beer_advocate_1042,rate_beer_0055
beer_advocate_3254,rate_beer_1773
beer_advocate_0300,rate_beer_1626
beer_advocate_0874,rate_beer_2914
beer_advocate_4220,rate_beer_2454
beer_advocate_2251,rate_beer_0864
beer_advocate_1137,rate_beer_0135
beer_advocate_1167,rate_beer_0165
beer_advocate_2812,rate_beer_1454
beer_advocate_1081,rate_beer_0089
beer_advocate_3268,rate_beer_1482
beer_advocate_0724,rate_beer_2787
beer_advocate_0468,rate_beer_2566
beer_advocate_0398,rate_beer_2627
beer_advocate_2948,rate_beer_1562
beer_advocate_1503,rate_beer_0448
beer_advocate_2317,rate_beer_1104
beer_advocate_3347,rate_beer_1833
beer_advocate_4263,rate_beer_2484
beer_advocate_0497,rate_beer_2601
beer_advocate_0670,rate_beer_2741
beer_advocate_1863,rate_beer_0221
beer_advocate_0594,rate_beer_2373
beer_advocate_0863,rate_beer_2907
beer_advocate_1115,rate_beer_0116
beer_advocate_1171,rate_beer_0169
beer_advocate_1102,rate_beer_0106
beer_advocate_4271,rate_beer_2488
beer_advocate_0057,rate_beer_0488
beer_advocate_3190,rate_beer_1622
beer_advocate_0152,rate_beer_2332
beer_advocate_0296,rate_beer_1594
beer_advocate_3448,rate_beer_1904
beer_advocate_0975,rate_beer_2993
beer_advocate_2657,rate_beer_1349
beer_advocate_0459,rate_beer_2559
beer_advocate_1727,rate_beer_0635
beer_advocate_3043,rate_beer_1628
beer_advocate_2644,rate_beer_1791
beer_advocate_0620,rate_beer_2704
beer_advocate_1155,rate_beer_0153
beer_advocate_2243,rate_beer_1049
beer_advocate_1599,rate_beer_0529
beer_advocate_1999,rate_beer_0864
beer_advocate_0359,rate_beer_2019
beer_advocate_2318,rate_beer_1105
beer_advocate_3722,rate_beer_2094
beer_advocate_1748,rate_beer_0652
beer_advocate_4290,rate_beer_2498
beer_advocate_0906,rate_beer_2750
beer_advocate_0948,rate_beer_2972
beer_advocate_2803,rate_beer_1448
beer_advocate_1794,rate_beer_0698
beer_advocate_4157,rate_beer_2405
beer_advocate_3838,rate_beer_2171
beer_advocate_2923,rate_beer_1543
beer_advocate_2930,rate_beer_0342
beer_advocate_3027,rate_beer_1615
beer_advocate_3006,rate_beer_1597
beer_advocate_0978,rate_beer_2995
beer_advocate_1065,rate_beer_0075
beer_advocate_2287,rate_beer_1084
beer_advocate_2145,rate_beer_0972
beer_advocate_3659,rate_beer_2046
beer_advocate_4042,rate_beer_1912
beer_advocate_0701,rate_beer_2768
beer_advocate_4067,rate_beer_2277
beer_advocate_4245,rate_beer_2473
beer_advocate_2904,rate_beer_1525
beer_advocate_1518,rate_beer_0462
beer_advocate_2503,rate_beer_2365
beer_advocate_2876,rate_beer_1502
beer_advocate_0028,rate_beer_1573
beer_advocate_0961,rate_beer_2982
beer_advocate_0771,rate_beer_2825
beer_advocate_0667,rate_beer_1547
beer_advocate_1273,rate_beer_0255
beer_advocate_1135,rate_beer_0134
beer_advocate_0264,rate_beer_1363
beer_advocate_1721,rate_beer_0630
beer_advocate_3239,rate_beer_1762
beer_advocate_1401,rate_beer_0363
beer_advocate_0500,rate_beer_2379
beer_advocate_0225,rate_beer_1080
beer_advocate_3800,rate_beer_2146
beer_advocate_1919,rate_beer_0798
beer_advocate_3384,rate_beer_1862
beer_advocate_0064,rate_beer_2732
beer_advocate_1311,rate_beer_0285
beer_advocate_2379,rate_beer_1153
beer_advocate_3579,rate_beer_1991
beer_advocate_3624,rate_beer_1945
beer_advocate_2363,rate_beer_1137
beer_advocate_0059,rate_beer_1044
beer_advocate_2214,rate_beer_1026
beer_advocate_4257,rate_beer_2480
beer_advocate_1816,rate_beer_0717
beer_advocate_1210,rate_beer_0206
beer_advocate_0041,rate_beer_2535
beer_advocate_4179,rate_beer_2427
beer_advocate_4137,rate_beer_2388
beer_advocate_1603,rate_beer_0533
beer_advocate_0645,rate_beer_2721
beer_advocate_3716,rate_beer_2089
beer_advocate_2776,rate_beer_1002
beer_advocate_3758,rate_beer_2120
beer_advocate_2811,rate_beer_2614
beer_advocate_1957,rate_beer_2789
beer_advocate_0095,rate_beer_2984
beer_advocate_2795,rate_beer_1854
beer_advocate_0287,rate_beer_1714
beer_advocate_1858,rate_beer_0318
beer_advocate_0328,rate_beer_0961
beer_advocate_2640,rate_beer_1339
beer_advocate_0452,rate_beer_2554
beer_advocate_1492,rate_beer_0439
beer_advocate_0282,rate_beer_1490
beer_advocate_1458,rate_beer_0411
beer_advocate_0060,rate_beer_2703
beer_advocate_0322,rate_beer_1650
beer_advocate_0804,rate_beer_2856
beer_advocate_3245,rate_beer_1766
beer_advocate_1793,rate_beer_0697
beer_advocate_0597,rate_beer_2688
beer_advocate_3134,rate_beer_2787
beer_advocate_3052,rate_beer_1634
beer_advocate_0512,rate_beer_2616
beer_advocate_3200,rate_beer_1728
beer_advocate_0674,rate_beer_2420
beer_advocate_0128,rate_beer_0281
beer_advocate_0278,rate_beer_0149
beer_advocate_4322,rate_beer_2523
beer_advocate_2703,rate_beer_1383
beer_advocate_3466,rate_beer_1919
beer_advocate_1179,rate_beer_1421
beer_advocate_1648,rate_beer_0571
beer_advocate_1326,rate_beer_0295
beer_advocate_4065,rate_beer_2332
beer_advocate_0855,rate_beer_2901
beer_advocate_2939,rate_beer_1554
beer_advocate_1369,rate_beer_0332
beer_advocate_4073,rate_beer_2338
beer_advocate_0081,rate_beer_1534
beer_advocate_1672,rate_beer_0590
beer_advocate_1807,rate_beer_0709
beer_advocate_0055,rate_beer_0091
beer_advocate_0562,rate_beer_2660
beer_advocate_0355,rate_beer_1992
beer_advocate_3318,rate_beer_1819
beer_advocate_0525,rate_beer_1805
beer_advocate_0036,rate_beer_2180
beer_advocate_3034,rate_beer_1619
beer_advocate_1730,rate_beer_0638
beer_advocate_1636,rate_beer_0560
beer_advocate_3322,rate_beer_1820
beer_advocate_3015,rate_beer_1603
beer_advocate_0367,rate_beer_1190
beer_advocate_1469,rate_beer_0422
beer_advocate_3198,rate_beer_1726
beer_advocate_0883,rate_beer_1662
beer_advocate_2101,rate_beer_0935
beer_advocate_3138,rate_beer_1686
beer_advocate_0021,rate_beer_1072
beer_advocate_0448,rate_beer_2549
beer_advocate_3639,rate_beer_2028
beer_advocate_0696,rate_beer_1662
beer_advocate_0809,rate_beer_2862
beer_advocate_1202,rate_beer_0198
beer_advocate_0145,rate_beer_0907
beer_advocate_4042,rate_beer_2291
beer_advocate_1029,rate_beer_0042
beer_advocate_0084,rate_beer_2277
beer_advocate_1719,rate_beer_0629
beer_advocate_4311,rate_beer_2515
beer_advocate_2592,rate_beer_1312
beer_advocate_0248,rate_beer_1251
beer_advocate_1269,rate_beer_0251
beer_advocate_2885,rate_beer_1511
beer_advocate_1554,rate_beer_0490
beer_advocate_0525,rate_beer_2627
beer_advocate_1991,rate_beer_0857
beer_advocate_0752,rate_beer_1774
beer_advocate_0349,rate_beer_1955
beer_advocate_3684,rate_beer_2064
beer_advocate_3261,rate_beer_1779
beer_advocate_0603,rate_beer_2691
beer_advocate_1434,rate_beer_0390
beer_advocate_0283,rate_beer_2484
beer_advocate_1023,rate_beer_2864
beer_advocate_4207,rate_beer_2444
beer_advocate_2465,rate_beer_1208
beer_advocate_0389,rate_beer_2227
beer_advocate_0264,rate_beer_0749
beer_advocate_3038,rate_beer_1623
beer_advocate_1475,rate_beer_0910
beer_advocate_3214,rate_beer_1740
beer_advocate_3088,rate_beer_1656
beer_advocate_3193,rate_beer_1723
beer_advocate_1193,rate_beer_0293
beer_advocate_2730,rate_beer_1399
beer_advocate_2893,rate_beer_1518
beer_advocate_0150,rate_beer_0474
beer_advocate_2002,rate_beer_0866
beer_advocate_0720,rate_beer_2784
beer_advocate_3122,rate_beer_0761
beer_advocate_3474,rate_beer_2560
beer_advocate_1595,rate_beer_0525
beer_advocate_1880,rate_beer_0920
beer_advocate_1472,rate_beer_0425
beer_advocate_2814,rate_beer_2166
beer_advocate_3268,rate_beer_1784
beer_advocate_0657,rate_beer_2730
beer_advocate_4016,rate_beer_1952
beer_advocate_2498,rate_beer_1237
beer_advocate_1734,rate_beer_0328
beer_advocate_1559,rate_beer_0494
beer_advocate_1430,rate_beer_0386
beer_advocate_1276,rate_beer_0258
beer_advocate_1717,rate_beer_0020
beer_advocate_0907,rate_beer_0527
beer_advocate_0980,rate_beer_2997
beer_advocate_1654,rate_beer_0575
beer_advocate_1994,rate_beer_0860
beer_advocate_1203,rate_beer_0199
beer_advocate_0928,rate_beer_2959
beer_advocate_3730,rate_beer_2101
beer_advocate_1177,rate_beer_0176
beer_advocate_0982,rate_beer_2999
beer_advocate_0453,rate_beer_2555
beer_advocate_0194,rate_beer_0209
beer_advocate_3923,rate_beer_2229
beer_advocate_2558,rate_beer_1284
beer_advocate_3692,rate_beer_2070
beer_advocate_3570,rate_beer_1985
beer_advocate_0176,rate_beer_0691
beer_advocate_2666,rate_beer_1357
beer_advocate_2503,rate_beer_1240
beer_advocate_2021,rate_beer_0882
beer_advocate_1162,rate_beer_0160
beer_advocate_0542,rate_beer_2643
beer_advocate_1417,rate_beer_0373
beer_advocate_3769,rate_beer_2128
beer_advocate_3123,rate_beer_1677
beer_advocate_4213,rate_beer_2447
beer_advocate_3271,rate_beer_1787
beer_advocate_1348,rate_beer_0314
beer_advocate_3477,rate_beer_1926
beer_advocate_1740,rate_beer_1547
beer_advocate_0905,rate_beer_2940
beer_advocate_2478,rate_beer_1219
beer_advocate_2792,rate_beer_1441
beer_advocate_0726,rate_beer_2789
beer_advocate_2173,rate_beer_0993
beer_advocate_4229,rate_beer_2461
beer_advocate_1500,rate_beer_0445
beer_advocate_0042,rate_beer_2543
beer_advocate_3700,rate_beer_2076
beer_advocate_2769,rate_beer_2091
beer_advocate_1143,rate_beer_0142
beer_advocate_2054,rate_beer_0900
beer_advocate_0408,rate_beer_2365
beer_advocate_2187,rate_beer_1006
beer_advocate_0046,rate_beer_2577
beer_advocate_0530,rate_beer_2633
beer_advocate_1907,rate_beer_0788
beer_advocate_0667,rate_beer_0052
beer_advocate_2690,rate_beer_1374
beer_advocate_3381,rate_beer_1859
beer_advocate_1457,rate_beer_0410
beer_advocate_2107,rate_beer_0941
beer_advocate_4298,rate_beer_2505
beer_advocate_3354,rate_beer_0564
beer_advocate_2934,rate_beer_1551
beer_advocate_4068,rate_beer_1650
beer_advocate_0057,rate_beer_2332
beer_advocate_3720,rate_beer_2091
beer_advocate_0156,rate_beer_0520
beer_advocate_3897,rate_beer_2207
beer_advocate_3828,rate_beer_2165
beer_advocate_1460,rate_beer_0412
beer_advocate_2151,rate_beer_0977
beer_advocate_4224,rate_beer_2457
beer_advocate_1710,rate_beer_0622
beer_advocate_4120,rate_beer_2374
beer_advocate_0904,rate_beer_2938
beer_advocate_0665,rate_beer_2376
beer_advocate_2057,rate_beer_0902
beer_advocate_2976,rate_beer_1582
beer_advocate_1221,rate_beer_0212
beer_advocate_0593,rate_beer_2686
beer_advocate_4101,rate_beer_2360
beer_advocate_4141,rate_beer_2391
beer_advocate_3292,rate_beer_1709
beer_advocate_0800,rate_beer_2854
beer_advocate_1309,rate_beer_0224
beer_advocate_2941,rate_beer_1555
beer_advocate_2324,rate_beer_1112
beer_advocate_1244,rate_beer_0231
beer_advocate_2531,rate_beer_1260
beer_advocate_1494,rate_beer_0440
beer_advocate_4113,rate_beer_2308
beer_advocate_0954,rate_beer_2977
beer_advocate_3225,rate_beer_1751
beer_advocate_2352,rate_beer_1131
beer_advocate_0767,rate_beer_2821
beer_advocate_1597,rate_beer_0527
beer_advocate_1924,rate_beer_0803
beer_advocate_3372,rate_beer_1853
beer_advocate_3035,rate_beer_1620
beer_advocate_1868,rate_beer_0757
beer_advocate_1878,rate_beer_0764
beer_advocate_3929,rate_beer_2232
beer_advocate_4243,rate_beer_2469
beer_advocate_1169,rate_beer_0167
beer_advocate_1166,rate_beer_2181
beer_advocate_0340,rate_beer_1108
beer_advocate_0811,rate_beer_2864
beer_advocate_2080,rate_beer_0765
beer_advocate_1265,rate_beer_0249
beer_advocate_3989,rate_beer_2272
beer_advocate_1116,rate_beer_0117
beer_advocate_2378,rate_beer_1150
beer_advocate_4091,rate_beer_1153
beer_advocate_0775,rate_beer_2829
beer_advocate_3142,rate_beer_1691
beer_advocate_0348,rate_beer_1948
beer_advocate_4211,rate_beer_2445
beer_advocate_0567,rate_beer_2663
beer_advocate_0393,rate_beer_2254
beer_advocate_0433,rate_beer_0891
beer_advocate_2481,rate_beer_1222
beer_advocate_3126,rate_beer_1679
beer_advocate_0966,rate_beer_2987
beer_advocate_2013,rate_beer_0875
beer_advocate_4154,rate_beer_2402
beer_advocate_2965,rate_beer_1576
beer_advocate_4249,rate_beer_2074
beer_advocate_1444,rate_beer_0398
beer_advocate_0163,rate_beer_0580
beer_advocate_3024,rate_beer_1612
beer_advocate_2037,rate_beer_2389
beer_advocate_1819,rate_beer_0720
beer_advocate_1674,rate_beer_0592
beer_advocate_0455,rate_beer_0715
beer_advocate_2759,rate_beer_1418
beer_advocate_1133,rate_beer_0132
beer_advocate_1922,rate_beer_0801
beer_advocate_2193,rate_beer_1011
beer_advocate_3192,rate_beer_1722
beer_advocate_0504,rate_beer_2607
beer_advocate_2329,rate_beer_0090
beer_advocate_2016,rate_beer_0877
beer_advocate_2246,rate_beer_1051
beer_advocate_4292,rate_beer_2499
beer_advocate_4105,rate_beer_2363
beer_advocate_2684,rate_beer_1368
beer_advocate_1658,rate_beer_0578
beer_advocate_1322,rate_beer_0291
