l_id,r_id
beer_advocate_1603,rate_beer_0533
beer_advocate_0645,rate_beer_2721
beer_advocate_0858,rate_beer_2903
beer_advocate_2776,rate_beer_1002
beer_advocate_3758,rate_beer_2120
beer_advocate_2811,rate_beer_2614
beer_advocate_0095,rate_beer_2984
beer_advocate_1858,rate_beer_0318
beer_advocate_0328,rate_beer_0961
beer_advocate_1492,rate_beer_0439
beer_advocate_0282,rate_beer_1490
beer_advocate_1458,rate_beer_0411
beer_advocate_0060,rate_beer_2703
beer_advocate_3245,rate_beer_1766
beer_advocate_0597,rate_beer_2688
beer_advocate_0512,rate_beer_2616
beer_advocate_3200,rate_beer_1728
beer_advocate_0674,rate_beer_2420
beer_advocate_0128,rate_beer_0281
beer_advocate_0278,rate_beer_0149
beer_advocate_4322,rate_beer_2523
beer_advocate_3466,rate_beer_1919
beer_advocate_1179,rate_beer_1421
beer_advocate_0221,rate_beer_1449
beer_advocate_1648,rate_beer_0571
beer_advocate_1326,rate_beer_0295
beer_advocate_4065,rate_beer_2332
beer_advocate_0855,rate_beer_2901
beer_advocate_0737,rate_beer_2868
beer_advocate_1369,rate_beer_0332
beer_advocate_4073,rate_beer_2338
beer_advocate_0081,rate_beer_1534
beer_advocate_1807,rate_beer_0709
beer_advocate_0562,rate_beer_2660
beer_advocate_3318,rate_beer_1819
beer_advocate_0525,rate_beer_1805
beer_advocate_0036,rate_beer_2180
beer_advocate_3034,rate_beer_1619
beer_advocate_1730,rate_beer_0638
beer_advocate_1636,rate_beer_0560
beer_advocate_3322,rate_beer_1820
beer_advocate_3015,rate_beer_1603
beer_advocate_0367,rate_beer_1190
beer_advocate_1469,rate_beer_0422
beer_advocate_3198,rate_beer_1726
beer_advocate_0883,rate_beer_1662
beer_advocate_2101,rate_beer_0935
beer_advocate_3138,rate_beer_1686
beer_advocate_0448,rate_beer_2549
beer_advocate_1885,rate_beer_1319
beer_advocate_3639,rate_beer_2028
beer_advocate_0078,rate_beer_1912
beer_advocate_0809,rate_beer_2862
beer_advocate_1202,rate_beer_0198
beer_advocate_4042,rate_beer_2291
beer_advocate_2653,rate_beer_2181
beer_advocate_4311,rate_beer_2515
beer_advocate_2592,rate_beer_1312
beer_advocate_0248,rate_beer_1251
beer_advocate_2355,rate_beer_1133
beer_advocate_2885,rate_beer_1511
beer_advocate_1554,rate_beer_0490
beer_advocate_0525,rate_beer_2627
beer_advocate_1991,rate_beer_0857
beer_advocate_0349,rate_beer_1955
beer_advocate_3684,rate_beer_2064
beer_advocate_3261,rate_beer_1779
beer_advocate_1897,rate_beer_2637
beer_advocate_0603,rate_beer_2691
beer_advocate_1434,rate_beer_0390
beer_advocate_0283,rate_beer_2484
beer_advocate_4207,rate_beer_2444
beer_advocate_2465,rate_beer_1208
beer_advocate_0389,rate_beer_2227
beer_advocate_0264,rate_beer_0749
beer_advocate_3038,rate_beer_1623
beer_advocate_1475,rate_beer_0910
beer_advocate_3088,rate_beer_1656
beer_advocate_1193,rate_beer_0293
beer_advocate_2893,rate_beer_1518
beer_advocate_0150,rate_beer_0474
beer_advocate_2002,rate_beer_0866
beer_advocate_0615,rate_beer_2698
beer_advocate_0720,rate_beer_2784
beer_advocate_1880,rate_beer_0920
beer_advocate_1472,rate_beer_0425
beer_advocate_2814,rate_beer_2166
beer_advocate_3268,rate_beer_1784
beer_advocate_0657,rate_beer_2730
beer_advocate_4016,rate_beer_1952
beer_advocate_2498,rate_beer_1237
beer_advocate_1114,rate_beer_2851
beer_advocate_1734,rate_beer_0328
beer_advocate_1276,rate_beer_0258
beer_advocate_1958,rate_beer_1378
beer_advocate_3736,rate_beer_1312
beer_advocate_0907,rate_beer_0527
beer_advocate_0980,rate_beer_2997
beer_advocate_1654,rate_beer_0575
beer_advocate_1994,rate_beer_0860
beer_advocate_0928,rate_beer_2959
beer_advocate_3730,rate_beer_2101
beer_advocate_1177,rate_beer_0176
beer_advocate_3042,rate_beer_1627
beer_advocate_0982,rate_beer_2999
beer_advocate_0453,rate_beer_2555
beer_advocate_0194,rate_beer_0209
beer_advocate_3923,rate_beer_2229
beer_advocate_2558,rate_beer_1284
beer_advocate_3692,rate_beer_2070
beer_advocate_3570,rate_beer_1985
beer_advocate_0176,rate_beer_0691
beer_advocate_2503,rate_beer_1240
beer_advocate_1162,rate_beer_0160
beer_advocate_1417,rate_beer_0373
beer_advocate_3769,rate_beer_2128
beer_advocate_3123,rate_beer_1677
beer_advocate_4213,rate_beer_2447
beer_advocate_3271,rate_beer_1787
beer_advocate_3477,rate_beer_1926
beer_advocate_2478,rate_beer_1219
beer_advocate_2702,rate_beer_1382
beer_advocate_2792,rate_beer_1441
beer_advocate_4229,rate_beer_2461
beer_advocate_1500,rate_beer_0445
beer_advocate_3700,rate_beer_2076
beer_advocate_2769,rate_beer_2091
beer_advocate_1143,rate_beer_0142
beer_advocate_2054,rate_beer_0900
beer_advocate_2187,rate_beer_1006
beer_advocate_0046,rate_beer_2577
beer_advocate_1907,rate_beer_0788
beer_advocate_2690,rate_beer_1374
beer_advocate_3381,rate_beer_1859
beer_advocate_1457,rate_beer_0410
beer_advocate_2107,rate_beer_0941
beer_advocate_4298,rate_beer_2505
beer_advocate_3354,rate_beer_0564
beer_advocate_2934,rate_beer_1551
beer_advocate_0057,rate_beer_2332
beer_advocate_3720,rate_beer_2091
beer_advocate_0156,rate_beer_0520
beer_advocate_3897,rate_beer_2207
beer_advocate_3828,rate_beer_2165
beer_advocate_1460,rate_beer_0412
beer_advocate_2151,rate_beer_0977
beer_advocate_4224,rate_beer_2457
beer_advocate_1710,rate_beer_0622
beer_advocate_4120,rate_beer_2374
beer_advocate_0904,rate_beer_2938
beer_advocate_2976,rate_beer_1582
beer_advocate_1221,rate_beer_0212
beer_advocate_0593,rate_beer_2686
beer_advocate_4101,rate_beer_2360
beer_advocate_4141,rate_beer_2391
beer_advocate_1309,rate_beer_0224
beer_advocate_0076,rate_beer_2831
beer_advocate_2324,rate_beer_1112
beer_advocate_2288,rate_beer_1270
beer_advocate_2531,rate_beer_1260
beer_advocate_1494,rate_beer_0440
beer_advocate_4113,rate_beer_2308
beer_advocate_2352,rate_beer_1131
beer_advocate_0767,rate_beer_2821
beer_advocate_2417,rate_beer_0974
beer_advocate_1597,rate_beer_0527
beer_advocate_1924,rate_beer_0803
beer_advocate_3372,rate_beer_1853
beer_advocate_3035,rate_beer_1620
beer_advocate_1868,rate_beer_0757
beer_advocate_1878,rate_beer_0764
beer_advocate_3929,rate_beer_2232
beer_advocate_1169,rate_beer_0167
beer_advocate_0340,rate_beer_1108
beer_advocate_0811,rate_beer_2864
beer_advocate_2080,rate_beer_0765
beer_advocate_1265,rate_beer_0249
beer_advocate_3989,rate_beer_2272
beer_advocate_0826,rate_beer_2878
beer_advocate_0775,rate_beer_2829
beer_advocate_3142,rate_beer_1691
beer_advocate_0348,rate_beer_1948
beer_advocate_0567,rate_beer_2663
beer_advocate_0393,rate_beer_2254
beer_advocate_0433,rate_beer_0891
beer_advocate_3126,rate_beer_1679
beer_advocate_2013,rate_beer_0875
beer_advocate_2965,rate_beer_1576
beer_advocate_4249,rate_beer_2074
beer_advocate_1444,rate_beer_0398
beer_advocate_0163,rate_beer_0580
beer_advocate_3024,rate_beer_1612
beer_advocate_2037,rate_beer_2389
beer_advocate_1819,rate_beer_0720
beer_advocate_1674,rate_beer_0592
beer_advocate_0455,rate_beer_0715
beer_advocate_2759,rate_beer_1418
beer_advocate_1133,rate_beer_0132
beer_advocate_1922,rate_beer_0801
beer_advocate_2193,rate_beer_1011
beer_advocate_3192,rate_beer_1722
beer_advocate_1035,rate_beer_1072
beer_advocate_0504,rate_beer_2607
beer_advocate_0337,rate_beer_1754
beer_advocate_2016,rate_beer_0877
beer_advocate_2246,rate_beer_1051
beer_advocate_4292,rate_beer_2499
beer_advocate_4105,rate_beer_2363
beer_advocate_1658,rate_beer_0578
beer_advocate_1322,rate_beer_0291
beer_advocate_0306,rate_beer_2001
beer_advocate_1758,rate_beer_0664
beer_advocate_4150,rate_beer_2399
beer_advocate_1247,rate_beer_0233
beer_advocate_2921,rate_beer_1541
beer_advocate_1060,rate_beer_0070
beer_advocate_3606,rate_beer_2010
beer_advocate_2706,rate_beer_1384
beer_advocate_2135,rate_beer_0963
beer_advocate_0637,rate_beer_2714
beer_advocate_3494,rate_beer_1936
beer_advocate_4054,rate_beer_2322
beer_advocate_0164,rate_beer_0587
beer_advocate_1791,rate_beer_0696
beer_advocate_0057,rate_beer_2683
beer_advocate_0853,rate_beer_0265
beer_advocate_3361,rate_beer_1843
beer_advocate_4286,rate_beer_2362
beer_advocate_0527,rate_beer_2629
beer_advocate_4312,rate_beer_2516
beer_advocate_0651,rate_beer_2727
beer_advocate_1440,rate_beer_0394
beer_advocate_1754,rate_beer_0660
beer_advocate_3273,rate_beer_1789
beer_advocate_1421,rate_beer_0378
beer_advocate_2990,rate_beer_1589
beer_advocate_0515,rate_beer_1923
beer_advocate_0016,rate_beer_0680
beer_advocate_1331,rate_beer_0299
beer_advocate_1025,rate_beer_0038
beer_advocate_2443,rate_beer_1192
beer_advocate_0709,rate_beer_2774
beer_advocate_0118,rate_beer_0197
beer_advocate_2154,rate_beer_0974
beer_advocate_3710,rate_beer_2691
beer_advocate_2942,rate_beer_1556
beer_advocate_3141,rate_beer_1690
beer_advocate_0061,rate_beer_0149
beer_advocate_3696,rate_beer_2099
beer_advocate_3290,rate_beer_1801
beer_advocate_0224,rate_beer_1073
beer_advocate_2842,rate_beer_1472
beer_advocate_0380,rate_beer_2167
beer_advocate_0158,rate_beer_0540
beer_advocate_0650,rate_beer_2726
beer_advocate_4144,rate_beer_2393
beer_advocate_1123,rate_beer_2859
beer_advocate_3438,rate_beer_1898
beer_advocate_0152,rate_beer_2339
beer_advocate_0364,rate_beer_2055
beer_advocate_1163,rate_beer_0161
beer_advocate_0071,rate_beer_0278
beer_advocate_2567,rate_beer_1293
beer_advocate_0555,rate_beer_2653
beer_advocate_1888,rate_beer_0773
beer_advocate_2856,rate_beer_1485
beer_advocate_3260,rate_beer_1778
beer_advocate_0525,rate_beer_2248
beer_advocate_3601,rate_beer_2006
beer_advocate_1011,rate_beer_0027
beer_advocate_0346,rate_beer_1934
beer_advocate_1359,rate_beer_0324
beer_advocate_2707,rate_beer_1385
beer_advocate_1507,rate_beer_0451
beer_advocate_2188,rate_beer_1007
beer_advocate_0276,rate_beer_1449
beer_advocate_1372,rate_beer_0336
beer_advocate_3545,rate_beer_1969
beer_advocate_1180,rate_beer_1757
beer_advocate_4302,rate_beer_2509
beer_advocate_0152,rate_beer_0488
beer_advocate_2031,rate_beer_0886
beer_advocate_0084,rate_beer_2900
beer_advocate_1591,rate_beer_0521
beer_advocate_2341,rate_beer_1122
beer_advocate_3543,rate_beer_1968
beer_advocate_0526,rate_beer_2628
beer_advocate_2011,rate_beer_0873
beer_advocate_1982,rate_beer_0851
beer_advocate_1663,rate_beer_0582
beer_advocate_2625,rate_beer_1330
beer_advocate_1921,rate_beer_0800
beer_advocate_0600,rate_beer_2690
beer_advocate_0151,rate_beer_0482
beer_advocate_0273,rate_beer_1422
beer_advocate_0278,rate_beer_2710
beer_advocate_1706,rate_beer_0619
beer_advocate_1869,rate_beer_0758
beer_advocate_2264,rate_beer_1067
beer_advocate_3894,rate_beer_0683
beer_advocate_2494,rate_beer_1233
beer_advocate_0706,rate_beer_2772
beer_advocate_0398,rate_beer_0731
beer_advocate_1479,rate_beer_0430
beer_advocate_1957,rate_beer_2956
beer_advocate_1783,rate_beer_0688
beer_advocate_0656,rate_beer_0783
beer_advocate_0007,rate_beer_1891
beer_advocate_1565,rate_beer_0499
beer_advocate_1513,rate_beer_0457
beer_advocate_1967,rate_beer_0840
beer_advocate_2160,rate_beer_0065
beer_advocate_1640,rate_beer_0564
beer_advocate_2250,rate_beer_1054
beer_advocate_3157,rate_beer_1701
beer_advocate_0866,rate_beer_2908
beer_advocate_2070,rate_beer_0910
beer_advocate_2855,rate_beer_1484
beer_advocate_1908,rate_beer_0789
beer_advocate_0931,rate_beer_2962
beer_advocate_2166,rate_beer_0989
beer_advocate_0052,rate_beer_0601
beer_advocate_2771,rate_beer_1429
beer_advocate_3849,rate_beer_2178
beer_advocate_1670,rate_beer_0588
beer_advocate_2185,rate_beer_1004
beer_advocate_1583,rate_beer_0515
beer_advocate_0816,rate_beer_2868
beer_advocate_0083,rate_beer_2892
beer_advocate_0596,rate_beer_2687
beer_advocate_0819,rate_beer_2870
beer_advocate_0365,rate_beer_2062
beer_advocate_0798,rate_beer_2852
beer_advocate_3427,rate_beer_1891
beer_advocate_2362,rate_beer_1136
beer_advocate_1965,rate_beer_0837
beer_advocate_0260,rate_beer_1174
beer_advocate_3939,rate_beer_2241
beer_advocate_3588,rate_beer_1997
beer_advocate_1462,rate_beer_0415
beer_advocate_0146,rate_beer_0438
beer_advocate_0614,rate_beer_2812
beer_advocate_0778,rate_beer_2833
beer_advocate_1375,rate_beer_1113
beer_advocate_0152,rate_beer_2683
beer_advocate_1419,rate_beer_0375
beer_advocate_0089,rate_beer_2939
beer_advocate_3970,rate_beer_2259
beer_advocate_0074,rate_beer_2815
beer_advocate_0754,rate_beer_2697
beer_advocate_1439,rate_beer_0393
