_id,name,color,fuel,year,km,city,owner,price
bikedekho_0056,Yamaha FZ FI Version 2.0,red,Petrol,2009,50000,Delhi,ThirdOwner,31999
bikedekho_0057,Yamaha YZF R15 Version 2.0,black,Petrol,2014,15000,Delhi,FirstOwner,74000
bikedekho_0058,Yamaha Fazer Sport,red,Petrol,2012,12000,Delhi,FirstOwner,46000
bikedekho_0059,Yamaha YZF R15,red,Petrol,2010,11000,Delhi,FirstOwner,65000
bikedekho_0060,Yamaha YZF R15 Version 2.0,red,Petrol,2013,8000,Delhi,SecondOwner,90000
bikedekho_0061,Yamaha FZ FI Version 2.0,white,Petrol,2011,24000,Delhi,SecondOwner,35000
bikedekho_0062,Bajaj Pulsar 180cc Dtsi,black,Petrol,2010,34000,Delhi,SecondOwner,25000
bikedekho_0063,Bajaj Pulsar 180cc Dtsi,silver,Petrol,2007,10000,Bangalore,FirstOwner,37999
bikedekho_0064,Bajaj Pulsar 150cc Dtsi,black,Petrol,2008,61000,Bangalore,FirstOwner,24999
bikedekho_0065,Bajaj Caliber 115,blue,Petrol,2003,80000,Bangalore,FirstOwner,21000
bikedekho_0066,Bajaj Pulsar 150cc Dtsi,black,Petrol,2009,28468,Bangalore,FirstOwner,40000
bikedekho_0067,Bajaj Pulsar 180cc Dtsi,black,Petrol,2010,35870,Bangalore,SecondOwner,39999
bikedekho_0068,Bajaj Pulsar 150cc Dtsi,black,Petrol,2006,73000,Bangalore,SecondOwner,21000
bikedekho_0069,Bajaj Discover 125 STD,black,Petrol,2012,32000,Bangalore,FirstOwner,47000
bikedekho_0070,Bajaj Pulsar 150cc Dtsi,black,Petrol,2013,31000,Bangalore,FirstOwner,55000
bikedekho_0071,Bajaj Discover 150 F Standard,black,Petrol,2012,42000,Bangalore,FirstOwner,29000
bikedekho_0072,Bajaj Pulsar 150cc Dtsi,black,Petrol,2006,29000,Bangalore,SecondOwner,25000
bikedekho_0073,Bajaj Pulsar 150cc Dtsi,black,Petrol,2007,90000,Bangalore,FirstOwner,27999
bikedekho_0074,Bajaj Discover 125 STD,blue,Petrol,2014,7000,Bangalore,FirstOwner,46000
bikedekho_0075,Bajaj Avenger 220,red,Petrol,2013,25000,Bangalore,FirstOwner,76000
bikedekho_0076,Bajaj Avenger 220,blue,Petrol,2013,7100,Mumbai,FirstOwner,60000
bikedekho_0077,Bajaj Discover 125 M Drum,blue,Petrol,2013,50000,Bangalore,FirstOwner,37000
bikedekho_0078,Bajaj Pulsar 150cc Dtsi,red,Petrol,2010,52000,Bangalore,FirstOwner,39000
bikedekho_0079,Bajaj Avenger 220,black,Petrol,2013,11500,Bangalore,SecondOwner,69000
bikedekho_0080,Bajaj Avenger 220,black,Petrol,2012,15000,Bangalore,FirstOwner,61500
bikedekho_0081,Bajaj Pulsar 135,black,Petrol,2012,27000,Bangalore,FirstOwner,40000
bikedekho_0082,Bajaj Pulsar 135,red,Petrol,2012,12500,Bangalore,SecondOwner,39999
bikedekho_0083,Hero Honda Passion Plus,black,Petrol,2007,48000,Bangalore,FirstOwner,12499
bikedekho_0084,Hero Honda Splendor Pro,black,Petrol,2012,10000,Bangalore,SecondOwner,44999
bikedekho_0085,Hero Honda Splendor Super,black,Petrol,2006,40000,Bangalore,FirstOwner,24000
bikedekho_0086,Hero Honda Splendor Plus,grey,Petrol,2006,60000,Bangalore,SecondOwner,29000
bikedekho_0087,Hero Honda Hunk,black,Petrol,2011,30000,Bangalore,FirstOwner,49000
bikedekho_0088,Hero Motocorp Ignitor 125 Disc,red,Petrol,2013,23500,Bangalore,FirstOwner,47999
bikedekho_0089,Hero Honda Karizma Zmr Pgm Fi,black,Petrol,2014,14000,Bangalore,FirstOwner,80000
bikedekho_0090,Hero Honda Splendor Pro,black,Petrol,2012,38000,Bangalore,FirstOwner,37000
bikedekho_0091,Honda Unicorn Spoke,black,Petrol,2005,30000,Bangalore,ThirdOwner,16999
bikedekho_0092,Honda Unicorn Alloy,black,Petrol,2005,70000,Bangalore,SecondOwner,24000
bikedekho_0093,Hero Motocorp Passion Xpro Disc Self Cast,red,Petrol,2013,15000,Bangalore,FirstOwner,39999
bikedekho_0094,Honda Unicorn Alloy,silver,Petrol,2009,38000,Bangalore,SecondOwner,37000
bikedekho_0095,Honda CBR 250R Standard,black,Petrol,2012,30000,Bangalore,FirstOwner,130000
bikedekho_0096,Suzuki Zeus 125xcd,black,Petrol,2007,35000,Bangalore,FirstOwner,16499
bikedekho_0097,Suzuki Shogun STD,black,Petrol,1998,25000,Bangalore,FirstOwner,25000
bikedekho_0098,Suzuki Fiero STD,black,Petrol,2001,30000,Bangalore,SecondOwner,18000
bikedekho_0099,Suzuki Fiero STD,black,Petrol,2002,67000,Bangalore,FirstOwner,32000
bikedekho_0100,Suzuki Gixxer SF Standard,blue,Petrol,2014,6500,Bangalore,FirstOwner,69500
bikedekho_0101,Mahindra Centuro NXT,black,Petrol,2014,6900,Delhi,FirstOwner,42000
bikedekho_0102,Royal Enfield Bullet 350,red,Petrol,2002,45000,Bangalore,ThirdOwner,64000
bikedekho_0103,Royal Enfield Bullet Classic 350,black,Petrol,1990,23000,Bangalore,SecondOwner,120000
bikedekho_0104,Royal Enfield Thunderbird 350,green,Petrol,2009,52800,Bangalore,SecondOwner,73000
bikedekho_0105,Royal Enfield Classic 350,silver,Petrol,2014,6000,Bangalore,FirstOwner,140000
bikedekho_0106,Royal Enfield Bullet 350,silver,Petrol,2014,3400,Bangalore,FirstOwner,120000
bikedekho_0107,TVS Victor 2015,black,Petrol,2006,50000,Bangalore,SecondOwner,15000
bikedekho_0108,Tvs Star City,black,Petrol,2007,49000,Bangalore,FirstOwner,21000
bikedekho_0109,TVS Victor 110,silver,Petrol,2004,125000,Bangalore,FirstOwner,19000
bikedekho_0110,TVS Apache RTR 160,grey,Petrol,2012,33000,Bangalore,SecondOwner,47999
bikedekho_0111,TVS Apache RTR 180,white,Petrol,2013,18000,Bangalore,FirstOwner,64000
bikedekho_0112,TVS Victor 2015,blue,Petrol,2005,40000,Bangalore,SecondOwner,25000
bikedekho_0113,Yamaha FZ S,green,Petrol,2014,11500,Bangalore,SecondOwner,69500
bikedekho_0114,Yamaha Fazer Fi Version 2.0,black,Petrol,2012,7000,Bangalore,FirstOwner,160000
bikedekho_0115,Yamaha RX 135 STD,black,Petrol,1999,43000,Bangalore,ThirdOwner,42000
bikedekho_0116,Yamaha RX 135 STD,green,Petrol,1999,5000,Bangalore,FirstOwner,39999
bikedekho_0117,Yamaha FZ16,red,Petrol,2014,5400,Bangalore,FirstOwner,69500
bikedekho_0118,Yamaha Gladiator Ss,silver,Petrol,2008,40000,Bangalore,FirstOwner,22000
bikedekho_0119,Yamaha RXZ STD,black,Petrol,1996,60000,Bangalore,SecondOwner,31000
bikedekho_0120,Bajaj Pulsar 150cc Dtsi,blue,Petrol,2003,45000,Mumbai,FirstOwner,12000
bikedekho_0121,Bajaj Pulsar 135,black,Petrol,2011,15000,Mumbai,FirstOwner,37000
bikedekho_0122,Bajaj Pulsar 200 NS,yellow,Petrol,2012,17350,Mumbai,FirstOwner,47500
bikedekho_0123,Bajaj Pulsar 200 NS,black,Petrol,2008,40000,Mumbai,FirstOwner,29999
bikedekho_0124,Bajaj Pulsar 150cc Dtsi,black,Petrol,2009,30000,Mumbai,FirstOwner,30000
bikedekho_0125,Bajaj Pulsar 220F Dtsi,black,Petrol,2011,22000,Mumbai,SecondOwner,39000
bikedekho_0126,Hero Honda Karizma Zmr Pgm Fi,red,Petrol,2014,6500,Mumbai,FirstOwner,88000
bikedekho_0127,Hero Honda Passion Plus,black,Petrol,2010,29000,Mumbai,SecondOwner,26000
bikedekho_0128,Hero Honda CBZ Disc,blue,Petrol,2000,100000,Mumbai,SecondOwner,14999
bikedekho_0129,Honda Shine CBS,black,Petrol,2012,23500,Mumbai,FirstOwner,39000
bikedekho_0130,Hero Honda Splendor Plus,blue,Petrol,2001,20000,Mumbai,SecondOwner,13500
bikedekho_0131,Hero Honda Cbz Xtreme Self Start,black,Petrol,2013,4000,Mumbai,FirstOwner,56500
bikedekho_0132,Hero Honda Karizma R,red,Petrol,2005,78000,Mumbai,FirstOwner,24999
bikedekho_0133,Honda CB Unicorn 160 Standard,red,Petrol,2011,30000,Mumbai,FirstOwner,39000
bikedekho_0134,Honda Unicorn Alloy,black,Petrol,2013,19000,Mumbai,FirstOwner,60000
bikedekho_0135,Honda Unicorn Alloy,black,Petrol,2007,50000,Mumbai,SecondOwner,27000
bikedekho_0136,Honda CB Twister Self Drum Alloy,red,Petrol,2010,28000,Mumbai,FirstOwner,29999
bikedekho_0137,Bajaj Pulsar 180cc Dtsi,black,Petrol,2011,20000,Delhi,FirstOwner,34999
bikedekho_0138,Bajaj Pulsar 150cc Dtsi,black,Petrol,2006,60000,Bangalore,FirstOwner,21500
bikedekho_0139,Bajaj Discover 125 STD,black,Petrol,2011,22000,Bangalore,SecondOwner,32500
bikedekho_0140,Honda CBR 250R Standard,red,Petrol,2014,3300,Bangalore,FirstOwner,150000
bikedekho_0141,Suzuki Access 125cc,black,Petrol,2013,15000,Bangalore,FirstOwner,37000
bikedekho_0142,Hero Honda Karizma Zmr Pgm Fi,black,Petrol,2012,9000,Mumbai,FirstOwner,45000
bikedekho_0143,Yamaha RX 100 STD,black,Petrol,1995,90000,Mumbai,SecondOwner,17000
bikedekho_0144,Honda CB Dazzler Sports,black,Petrol,2010,8000,Mumbai,FirstOwner,33999
bikedekho_0145,Honda Unicorn Alloy,black,Petrol,2014,9000,Mumbai,FirstOwner,60000
bikedekho_0146,Honda Unicorn Alloy,black,Petrol,2007,40000,Mumbai,SecondOwner,22999
bikedekho_0147,Bajaj Discover 100,black,Petrol,2013,9900,Mumbai,FirstOwner,34000
bikedekho_0148,Yamaha RX 100 STD,red,Petrol,1986,40000,Bangalore,ThirdOwner,25000
bikedekho_0149,Suzuki Zeus 125DU,grey,Petrol,2007,24000,Bangalore,FirstOwner,22000
bikedekho_0150,Suzuki Fiero STD,black,Petrol,2000,60000,Bangalore,SecondOwner,26999
bikedekho_0151,Bajaj Discover 150 S Disc,black,Petrol,2011,9800,Bangalore,FirstOwner,42000
bikedekho_0152,Bajaj Pulsar 220F Dtsi,black,Petrol,2008,30000,Bangalore,FirstOwner,38000
bikedekho_0153,Bajaj Pulsar 220F Dtsi,black,Petrol,2011,50000,Delhi,FirstOwner,41500
bikedekho_0154,Bajaj Pulsar 180cc Dtsi,red,Petrol,2010,48000,Delhi,SecondOwner,29999
bikedekho_0155,Bajaj Pulsar 150cc Dtsi,red,Petrol,2011,30000,Delhi,FirstOwner,35000
bikedekho_0156,Bajaj Pulsar 135,red,Petrol,2010,17000,Delhi,SecondOwner,27999
bikedekho_0157,Hero Motocorp Ignitor 125 Drum,white,Petrol,2013,34500,Delhi,FirstOwner,42000
bikedekho_0158,Royal Enfield Thunderbird 500,black,Petrol,2014,7000,Mumbai,FirstOwner,140000
bikedekho_0159,Yamaha FZ S,black,Petrol,2010,35000,Mumbai,FirstOwner,39499
bikedekho_0160,Bajaj Pulsar 150cc Dtsi,black,Petrol,2007,40000,Mumbai,FirstOwner,24999
bikedekho_0161,Bajaj Pulsar 150cc Dtsi,black,Petrol,2004,25000,Mumbai,SecondOwner,15000
bikedekho_0162,Honda Unicorn Alloy,silver,Petrol,2014,10150,Bangalore,FirstOwner,70000
bikedekho_0163,Bajaj Pulsar 150cc Dtsi,black,Petrol,2005,70000,Bangalore,FirstOwner,24000
bikedekho_0164,Hero Honda Splendor Plus,black,Petrol,2003,56000,Bangalore,SecondOwner,23999
bikedekho_0165,Bajaj Avenger 220,blue,Petrol,2014,9000,Bangalore,FirstOwner,81000
bikedekho_0166,Royal Enfield Bullet 350,blue,Petrol,2000,60000,Delhi,FourthOwner,64000
bikedekho_0167,Hero Honda Passion Pro,black,Petrol,2013,10200,Delhi,FirstOwner,32000
bikedekho_0168,Royal Enfield Bullet 350 Twinspark,silver,Petrol,2012,18000,Delhi,SecondOwner,80000
bikedekho_0169,Bajaj Pulsar 150cc Dtsi,black,Petrol,2012,22000,Mumbai,SecondOwner,49000
bikedekho_0170,Honda Activa 3G DLX,red,Petrol,2014,22000,Delhi,FirstOwner,29000
bikedekho_0171,Hero Honda Passion Pro,black,Petrol,2013,13000,Bangalore,FirstOwner,44999
bikedekho_0172,Bajaj Discover 135cc Dtsi,black,Petrol,2009,26000,Bangalore,SecondOwner,28000
bikedekho_0173,Bajaj Pulsar 150cc Dtsi,blue,Petrol,2011,26900,Bangalore,FirstOwner,41500
bikedekho_0174,TVS Apache RTR 160,red,Petrol,2008,22000,Mumbai,ThirdOwner,25000
bikedekho_0175,Yamaha FZ S,black,Petrol,2009,22000,Mumbai,FirstOwner,39000
bikedekho_0176,Bajaj Pulsar 150cc Dtsi,black,Petrol,2004,24000,Mumbai,FirstOwner,14999
bikedekho_0177,Hero Honda Ambition Drum Kick,black,Petrol,2008,15000,Mumbai,FirstOwner,14500
bikedekho_0178,Yamaha SZ RR,black,Petrol,2012,31000,Mumbai,FirstOwner,26000
bikedekho_0179,Honda Shine Self Drum Alloy,grey,Petrol,2014,17700,Delhi,FirstOwner,38000
bikedekho_0180,Honda Shine Self Disc Alloy,black,Petrol,2011,15000,Mumbai,FirstOwner,37000
bikedekho_0181,Bajaj Pulsar 220F Dtsi,red,Petrol,2009,25000,Mumbai,SecondOwner,32000
bikedekho_0182,Honda Activa,black,Petrol,2014,18000,Bangalore,FirstOwner,55000
bikedekho_0183,Royal Enfield Classic 500,maroon,Petrol,2015,600,Bangalore,FirstOwner,180000
bikedekho_0184,Royal Enfield Bullet 350 Twinspark,silver,Petrol,2014,16000,Bangalore,FirstOwner,130000
bikedekho_0185,Suzuki Fiero STD,red,Petrol,2001,55000,Bangalore,SecondOwner,28000
bikedekho_0186,Royal Enfield Classic 500,green,Petrol,2010,23000,Bangalore,ThirdOwner,100000
bikedekho_0187,Royal Enfield Machismo 350,silver,Petrol,2005,36000,Bangalore,FirstOwner,99999
bikedekho_0188,TVS Apache RTR 160,yellow,Petrol,2013,8400,Bangalore,FirstOwner,64000
bikedekho_0189,TVS Apache RTR 160,red,Petrol,2009,43000,Bangalore,SecondOwner,35000
bikedekho_0190,Yamaha SZ RR,black,Petrol,2012,17000,Bangalore,FirstOwner,45999
bikedekho_0191,Yamaha YZF R15 Version 2.0,blue,Petrol,2014,10000,Bangalore,FirstOwner,120000
bikedekho_0192,Yamaha RX 135 STD,green,Petrol,2001,90000,Bangalore,ThirdOwner,84000
bikedekho_0193,Yamaha YZF R15 Version 2.0,red,Petrol,2012,20000,Bangalore,SecondOwner,77000
bikedekho_0194,Yamaha FZ16,black,Petrol,2008,40000,Bangalore,SecondOwner,33000
bikedekho_0195,Yamaha YZF R15 Version 2.0,black,Petrol,2014,12000,Bangalore,FirstOwner,100000
bikedekho_0196,Yamaha RX 100 STD,red,Petrol,1994,42000,Bangalore,SecondOwner,24000
bikedekho_0197,Yamaha Fazer Sport,red,Petrol,2005,28000,Bangalore,FirstOwner,22999
bikedekho_0198,Bajaj Pulsar 150cc Dtsi,black,Petrol,2006,55000,Mumbai,SecondOwner,19000
bikedekho_0199,Bajaj Pulsar 200 NS,red,Petrol,2013,13660,Mumbai,FirstOwner,50000
bikedekho_0200,Bajaj Pulsar 220F Dtsi,black,Petrol,2008,60000,Mumbai,FirstOwner,38000
bikedekho_0201,Bajaj Pulsar 200 NS,black,Petrol,2007,21255,Mumbai,FirstOwner,25999
bikedekho_0202,Bajaj Pulsar 180cc Dtsi,blue,Petrol,2002,55000,Mumbai,SecondOwner,15500
bikedekho_0203,KTM Duke 200,orange,Petrol,2013,7000,Mumbai,FirstOwner,95000
bikedekho_0204,Bajaj Pulsar 150cc Dtsi,red,Petrol,2006,45000,Mumbai,FirstOwner,25000
bikedekho_0205,KTM Duke 390,white,Petrol,2012,11000,Mumbai,SecondOwner,76999
bikedekho_0206,Bajaj Pulsar 180cc Dtsi,black,Petrol,2012,33000,Mumbai,FirstOwner,40000
bikedekho_0207,Bajaj Pulsar 150cc Dtsi,red,Petrol,2007,50000,Mumbai,FirstOwner,23999
bikedekho_0208,Bajaj Pulsar 150cc Dtsi,black,Petrol,2006,50964,Mumbai,SecondOwner,16499
bikedekho_0209,Bajaj Pulsar 180cc Dtsi,blue,Petrol,2008,27000,Mumbai,FirstOwner,23000
bikedekho_0210,Hero Honda Cbz Xtreme Self Start,black,Petrol,2007,40000,Mumbai,FirstOwner,24999
bikedekho_0211,Hero Honda Glamour,silver,Petrol,2008,80000,Mumbai,SecondOwner,20000
bikedekho_0212,Hero Honda Splendor Plus,silver,Petrol,2005,40000,Mumbai,FirstOwner,19000
bikedekho_0213,Hero Honda CBZ Disc,red,Petrol,2000,27000,Mumbai,FirstOwner,11999
bikedekho_0214,Hero Honda Karizma Zmr Pgm Fi,black,Petrol,2011,27000,Mumbai,ThirdOwner,41000
bikedekho_0215,Honda Unicorn Alloy,black,Petrol,2005,45000,Mumbai,FirstOwner,27999
bikedekho_0216,Honda CB Twister Self Disc Alloy,black,Petrol,2010,40000,Mumbai,FirstOwner,31000
bikedekho_0217,Honda Unicorn Alloy,blue,Petrol,2005,36000,Mumbai,ThirdOwner,20000
bikedekho_0218,Honda Unicorn Alloy,black,Petrol,2009,40000,Mumbai,FirstOwner,39999
bikedekho_0219,Kawasaki Eliminator 175,black,Petrol,2004,70000,Mumbai,FirstOwner,27999
bikedekho_0220,Royal Enfield Thunderbird 350,black,Petrol,2007,15000,Mumbai,SecondOwner,59000
bikedekho_0221,Bajaj Caliber 115,black,Petrol,2001,60000,Mumbai,SecondOwner,7000
bikedekho_0222,Royal Enfield Bullet Electra Twinspark,black,Petrol,2008,30000,Mumbai,SecondOwner,89999
bikedekho_0223,Royal Enfield Classic 350,silver,Petrol,2013,9500,Mumbai,FirstOwner,110000
bikedekho_0224,Royal Enfield Bullet Electra,green,Petrol,2013,5500,Mumbai,FirstOwner,120000
bikedekho_0225,TVS Star City Spoke,black,Petrol,2004,40000,Mumbai,FirstOwner,17000
bikedekho_0226,TVS Star City Plus Electric Start Mag,blue,Petrol,2015,4000,Mumbai,FirstOwner,45000
bikedekho_0227,Hero Honda Karizma Zmr Pgm Fi,white,Petrol,2013,8000,Mumbai,FirstOwner,89000
bikedekho_0228,Yamaha FZ16,white,Petrol,2009,16000,Mumbai,SecondOwner,35000
bikedekho_0229,Tvs Victor 125,black,Petrol,2004,100000,Mumbai,SecondOwner,13000
bikedekho_0230,Hero Honda Glamour,black,Petrol,2007,50000,Delhi,FirstOwner,30000
bikedekho_0231,Hero Honda Hunk,red,Petrol,2011,33000,Delhi,SecondOwner,27000
bikedekho_0232,Hero Honda Passion Pro,black,Petrol,2012,21000,Delhi,FirstOwner,34999
bikedekho_0233,Hero Honda Glamour,silver,Petrol,2005,26600,Delhi,FirstOwner,14000
bikedekho_0234,Hero Honda Passion Plus,maroon,Petrol,2004,46000,Delhi,SecondOwner,12000
bikedekho_0235,Hero Honda Splendor Super,red,Petrol,2010,39000,Delhi,SecondOwner,24000
bikedekho_0236,Hero Honda Splendor Plus,black,Petrol,2012,18000,Delhi,FirstOwner,34999
bikedekho_0237,Honda Unicorn Alloy,silver,Petrol,2010,43000,Delhi,FirstOwner,29500
bikedekho_0238,Royal Enfield Classic 500,green,Petrol,2013,5000,Delhi,FirstOwner,140000
bikedekho_0239,Royal Enfield Bullet Electra Twinspark,silver,Petrol,2008,14800,Delhi,ThirdOwner,81999
bikedekho_0240,Royal Enfield Bullet Electra,silver,Petrol,2007,23000,Delhi,SecondOwner,58000
bikedekho_0241,Royal Enfield Bullet 350,silver,Petrol,2003,175000,Delhi,FourthOwner,74500
bikedekho_0242,Royal Enfield Bullet 350 Twinspark,CreamAndBrown,Petrol,1982,300,Delhi,SecondOwner,100000
bikedekho_0243,Royal Enfield Bullet 350,black,Petrol,2002,50000,Delhi,ThirdOwner,65000
bikedekho_0244,TVS Flame SR 125,black,Petrol,2009,50000,Delhi,SecondOwner,16499
bikedekho_0245,Yamaha FZ S,black,Petrol,2012,8500,Delhi,FirstOwner,58000
bikedekho_0246,TVS Apache RTR 160,grey,Petrol,2010,36000,Delhi,FirstOwner,30000
bikedekho_0247,Yamaha Fazer Sport,black,Petrol,2013,7000,Delhi,FirstOwner,50000
bikedekho_0248,Yamaha YZF R15,red,Petrol,2011,17000,Delhi,SecondOwner,46000
bikedekho_0249,Yamaha RX 100 STD,black,Petrol,1992,60000,Delhi,SecondOwner,19500
bikedekho_0250,Yamaha FZ16,orange,Petrol,2009,27000,Delhi,SecondOwner,26999
bikedekho_0251,Bajaj Pulsar 150cc Dtsi,black,Petrol,2010,85000,Bangalore,FirstOwner,32000
bikedekho_0252,Bajaj Pulsar 150cc Dtsi,black,Petrol,2007,29300,Bangalore,FirstOwner,29500
bikedekho_0253,Bajaj Pulsar 180cc Dtsi,black,Petrol,2012,25000,Bangalore,FirstOwner,39000
bikedekho_0254,Bajaj Avenger 220,blue,Petrol,2011,18000,Bangalore,FirstOwner,63000
bikedekho_0255,Bajaj Pulsar 220F Dtsi,black,Petrol,2014,4000,Bangalore,FirstOwner,79999
bikedekho_0256,Bajaj Pulsar 135,black,Petrol,2011,85000,Bangalore,SecondOwner,27500
bikedekho_0257,Bajaj Pulsar 180cc Dtsi,black,Petrol,2014,11000,Bangalore,FirstOwner,59000
bikedekho_0258,Bajaj Avenger 180,black,Petrol,2005,27700,Bangalore,FirstOwner,35000
bikedekho_0259,Bajaj Pulsar 150cc Dtsi,red,Petrol,2007,63000,Bangalore,FirstOwner,26000
bikedekho_0260,Bajaj Discover 100,black,Petrol,2012,29000,Bangalore,SecondOwner,34500
bikedekho_0261,Bajaj Pulsar 150cc Dtsi,black,Petrol,2007,50000,Bangalore,SecondOwner,26000
