l_id,r_id,label
bikedekho_2176,bikewale_4664,0
bikedekho_2373,bikewale_2376,1
bikedekho_2464,bikewale_6444,0
bikedekho_2465,bikewale_0401,0
bikedekho_2517,bikewale_5969,0
bikedekho_2521,bikewale_4478,0
bikedekho_2522,bikewale_7960,0
bikedekho_2529,bikewale_5059,0
bikedekho_2597,bikewale_7472,1
bikedekho_2599,bikewale_6854,0
bikedekho_2621,bikewale_6027,0
bikedekho_2621,bikewale_6080,0
bikedekho_2655,bikewale_4899,0
bikedekho_2707,bikewale_4587,0
bikedekho_2719,bikewale_3104,0
bikedekho_2720,bikewale_6910,0
bikedekho_2770,bikewale_5822,0
bikedekho_2781,bikewale_6051,1
bikedekho_2790,bikewale_5661,0
bikedekho_2791,bikewale_8740,0
bikedekho_2832,bikewale_1975,1
bikedekho_2845,bikewale_2937,0
bikedekho_2845,bikewale_4370,1
bikedekho_2845,bikewale_7895,0
bikedekho_2850,bikewale_5303,0
bikedekho_2866,bikewale_5674,1
bikedekho_2868,bikewale_4385,0
bikedekho_2999,bikewale_2377,0
bikedekho_3005,bikewale_6433,0
bikedekho_3011,bikewale_6462,0
bikedekho_3096,bikewale_8549,0
bikedekho_3099,bikewale_5265,1
bikedekho_3138,bikewale_5715,0
bikedekho_3138,bikewale_7711,0
bikedekho_3140,bikewale_4538,0
bikedekho_3154,bikewale_6781,1
bikedekho_3163,bikewale_4518,1
bikedekho_3232,bikewale_8208,0
bikedekho_3256,bikewale_7066,0
bikedekho_3343,bikewale_3307,1
bikedekho_3345,bikewale_4169,1
bikedekho_3365,bikewale_8905,0
bikedekho_3436,bikewale_6989,0
bikedekho_3522,bikewale_8985,0
bikedekho_3531,bikewale_8032,0
bikedekho_3533,bikewale_1745,1
bikedekho_3554,bikewale_6269,0
bikedekho_3607,bikewale_8189,0
bikedekho_3624,bikewale_3915,1
bikedekho_3702,bikewale_5648,1
bikedekho_3708,bikewale_4139,0
bikedekho_3819,bikewale_5802,0
bikedekho_3821,bikewale_2818,0
bikedekho_3924,bikewale_6023,0
bikedekho_3924,bikewale_6056,0
bikedekho_3983,bikewale_4890,0
bikedekho_3986,bikewale_6989,0
bikedekho_3989,bikewale_8989,0
bikedekho_3991,bikewale_8940,0
bikedekho_4001,bikewale_4577,1
bikedekho_4060,bikewale_0557,0
bikedekho_4086,bikewale_4074,0
bikedekho_4126,bikewale_7228,0
bikedekho_4184,bikewale_6444,0
bikedekho_4200,bikewale_3476,0
bikedekho_4364,bikewale_4757,1
bikedekho_4397,bikewale_5758,1
bikedekho_4401,bikewale_5930,1
bikedekho_4439,bikewale_3700,0
bikedekho_4480,bikewale_4139,0
bikedekho_4536,bikewale_2609,1
bikedekho_4676,bikewale_7903,0
bikedekho_4678,bikewale_7356,0
bikedekho_4760,bikewale_7103,0
bikedekho_4773,bikewale_4213,0
bikedekho_4778,bikewale_6060,0
